Hanzi	Keyword	Traditional	Strokes	Number	Lesson	Pinyin	Notes	Frequency	No Frequent	Pinyin2	Meaning						
责	Responsibility		8	1217	39	{zé,zhài}	If you want to grow up and earn some clams you had better take on some responsibility. For example, if you went into business as an oyster breeder then your responsibility would be to make sure that the oysters grew up properly!	0,039470498	535	ze2	duty/responsibility/to reproach/to blame						
绩	Accomplishments		11	1218	39	jī	Every new responsibility is a potential source of new accomplishments to add to the long thread that you use to store all your certificates, awards and so on.	0,006609165	1547	ji1/ji4	merit/accomplishment						
表	Surface		9	1219	39	biǎo	When I was growing up, the surface of my scarf was always covered in snot, because I used it as a tissue.	0,117190331	177	biao3	surface/exterior/to watch/to show/express/an example/a list or table/a meter/a watch/chart/external						
生	Life		5	1220	39	shēng	You started out as a tiny drop (a cell) inside your mother, but life had its way and it grew up to become you!	0,352463482	34	sheng1	to be born/to give birth/life/to grow						
星	Star		9	1221	39	xīng	The Sun is the only star we know of that has given life.	0,039441042	537	xing1	star/satellite/small amount						
姓	Surname		8	1222	39	xìng	When women marry they start a new life, and hence adopt a totally new surname.	0,012476227	1149	xing4	surname/family name/name						
性	Sex		8	1223	39	xìng	The whole point of life is to put living creatures in a state of mind where they are addicted to sex. How else could live carry on?	0,160122773	122	xing4	sex/nature/surname/suffix corresponding to -ness or -ity						
胜	Victory		9	1224	39	{shèng,shēng}	The growing cell declares victory when it finally multiplies itself enough to form part of the body.	0,025614455	743	sheng1/sheng4	(also sheng4) able to do/competent enough to, peptide, victorious						
丰	Plentiful		4	1225	39	fēng	A row of bushes bearing plentiful fruits.	0,011596142	1189	feng1	buxom/good-looking/appearance and carriage of a person, (surname)/abundant/plentiful/great						
害	Harm		10	1226	39	{hài,hé}	A house contains plentiful things that can harm children if they put them in their mouth. To make sure that they don't come to harm, perhaps you should hide those things in the bushes behind the house?	0,035896929	579	hai4	to do harm to/to cause trouble to/harm/evil/calamity						
割	Cut off		12	1227	39	gē	If you cut off parts of someone with your saber you are certainly doing them harm!	0,005629857	1665	ge1	cut off						
慧	Intelligent		15	1228	39	huì	This highly intelligent genetic engineer has modified these two bushes: one extrudes wonderfull, fully-functional brooms instead of leaves, and the other produces artificial wooden hearts which work just as well as the real thing!	0,007136803	1505	hui4	intelligent						
韦	Tanned hide		4	1229	39	wéi	Bushes with hooks (a briar patch) tearing up your prize tanned hide coat!	0,005623656	1667	wei2	(surname)/soft leather						
围	Surround		7	1230	39	wéi	After falling into the briar patch (wearing your tanned hide jacket) you were totally surrounded with briars, pent in and unable to escape.	0,035989434	576	wei2	to circle/to surround						
伟	Great		6	1231	39	wěi	Chuck Norris is a great person: he took on the worlds greatest briar patch head on, attacking it with shears, and only minutes later it was demolished - never again to destroy someones tanned hide jacket!	0,013225048	1107	wei3	big/large/great						
春	Springtime		9	1232	39	{chūn,chǔn}	When it's springtime you can only leave the bonsai outside when the sun has dipped a little lower in the sky - their delicate leaves just can't handle too much heat.	0,018618218	921	chun1	spring (time)/gay/joyful/youthful/love/lust/life						
泰	Tranquil		10	1233	39	tài	The most tranquil Japanese scene you can imagine: a bonsai tree in front of a window behind which snowflakes are elegantly falling onto a gravel garden.	0,009337791	1318	tai4	safe/peaceful/most/Thai(land)/grand						
奉	Proffer		8	1234	39	fèng	The farmer respectfully proffers a cornstalk bonsai tree to the god of the harvest. Unfortunately, the god is enraged at the torture of his cornstalk, and he curses the farmers cornstalks rather that proffering any help!	0,008502666	1382	feng4	to receive (from superior)/to offer/to revere						
棒	Cudgel		12	1235	39	bàng	A cudgel wielding thief who respectfully proffers a simple choice: hand over your money or get tied to a tree, beaten up with the cudgel and left for dead!	0,002541033	2288	bang4	a stick/club or cudgel/smart/capable/strong						
击	Beat		5	1236	39	{jí,jī}	This shows someone literally beating a track along the mountainside: the earth is being beaten down until it forms a smooth-ish path	0,05556112	395	ji1	to hit/to strike/to break						
陆	Land		8	1237	39	{lù,liù}	Standing on the pinnacle of the mountain, all the earth you can see around you is part of the land you own.	0,02967897	675	liu4/lu4	six (fraud-proof), (surname)/shore/land/continent						
专	Specialty		4	1238	39	zhuān	A farmers specialty is chopping down cornstalks. This particularly jolly farmer is smoking a corncob pipe as he does it, to keep himself occupied.	0,043596511	485	zhuan1	for a particular person, occasion, purpose/focused on one thing/special/expert/particular (to sth)/concentrated/specialized, concentrated/specialized						
传	Spread		6	1239	39	{chuán,zhuàn}	"""Spread em!"", shouted Chuck Norris. ""You're wanted for illegal importation of corncob pipes!"" (you see, Chuck Norris' specialty is import/export fraud)"	0,066244619	332	chuan2/zhuan4	to pass on/to spread/to transmit/to infect/to transfer/to circulate/to pass on/to conduct (electricity), biography						
转	Rotate		8	1240	39	{zhuǎn,zhuàn}	This hick farmer has modified his car (a pickup truck) so that the exhaust pipe looks like a corncob pipe. Whenever the wheels rotate, smoke comes out of the pipe in a highly convincing fashion. Alternatively, the speciality of a car is to rotate its wheels as fast as possible and hence get you to your destination!	0,059475251	376	zhuan3/zhuan4	to convey/to forward (mail)/to transfer/to turn/to shift, to revolve/to turn/to circle about/to walk about						
勤	Diligent		13	1241	39	qín	If you are as diligent about eating your spinach as Popeye, then you too can grow fantastic muscles! Alternatively, the school cafeteria manager decided, on her own initiative, to remove all spinach from the school menu. This resulted in weakened students with poor muscles. Angry parents sued the manager. The main argument was that the manager did not show due diligence in researching the effects on muscles of removing spinach from the diet.	0,006478418	1565	qin2	diligent/frequent						
谨	Careful		13	1242	39	jǐn	Since I was invited to dinner, I was very careful to avoid saying any bad words about the spinach - even though it was truly horrible over-boiled stuff.	0,00411361	1917	jin3	cautious						
垂	Droop		8	1243	39	chuí	This porter's shoulders are drooping under the weight of all the silage they are being made to carry.	0,006175066	1592	chui2	to hang (down)/droop/dangle/bend down/hand down/bequeath/nearly/almost/to approach						
锤	Hammer		13	1244	39	chuí	The purpose of a hammer is to bend metal to your will - to make it droop and sharp in precisely the right places.	0,001070262	2937	chui2	to hammer/weight of steel yard						
睡	Sleep		13	1245	39	shuì	When you want to sleep, your eyes start to droop and close up of their own accord.	0,017270959	964	shui4	to sleep						
晴	sunny	晴		2566	39	Qíng			1968	qing2	clear/fine (weather)						
猜	guess	猜		2567	39	Cāi			1598	cai1	to guess						
靖	pacify	靖		2568	39	Jìng			2545	jing4	pacify/quiet						
债	debt	債		2569	39	Zhài			1223	zhai4	debt						
牲	domestic animal	牲		2570	39	Shēng			1582	sheng1	domestic animal						
隆	impressive	隆		2571	39	Lóng			1400	long1/long2	sound of drums, grand/intense/prosperous/start (a fire)						
腥	fishy smell	腥		2572	39	Xīng			2747	xing1	fishy (smell)						
猩	orangutan	猩		2573	39	Xīng			2016	xing1	ape						
醒	awaken	醒		2574	39	Xǐng			1075	xing3	to wake up/to be awake						
涛	longevity	壽		2575	39	Shòu			2054	tao1	big wave						
畴	farmland	疇		2576	39	chóu			2699	chou2	arable fields/cultivated field/class/category						
铸	large waves	濤		2577	39	Tāo			2530	zhu4	cast metals/to coin (money)						
祷	cast	鑄		2578	39	Zhù			2483	dao3	prayer/pray/supplication						
筹	pray	禱		2579	39	Dǎo			1677	chou2	a tally/counter/ticket/plan/devise/manage						
伺	make arrangements	籌		2580	39	Chóu			2782	ci4/si4	wait on, to watch/to wait/to examine/to spy						
契	contract	契		2581	39	Qì			1819	qi4	contract						
拜	adore	拜		2582	39	Bài			1218	bai4	to pay respect/worship/visit/salute						
锋	cutting edge	鋒		2583	39	Fēng			1671	feng1	point or edge of a tool						
逢	chance upon	逢		2584	39	Féng			2181	feng2	every time/meet by chance						
缝	sew	縫		2585	39	Féng			1852	feng2/feng4	to sew/to stitch, crack/seam						
蓬	disheveled	蓬		2586	39	Péng			2398	peng2	(grass)/disheveled						
篷	awning	篷		2587	39	péng			2579	peng2	sail						
蜂	bee	蜂		2588	39	Fēng			1912	feng1	bee/wasp						
峰	peak	峰		2589	39	Fēng			1473	feng1	peak/summit						
瞎	visionless	瞎		2590	39	Xiā			2395	xia1	blind						
辖	administer	轄		2591	39	Xiá			1643	xia2	have jurisdiction over						
豁	breach	豁		2592	39	huō			2954	hua2/huo1/huo4	play Chinese finger game, opening/stake all/sacrifice/crack/slit, clear/open/exempt (from)/liberal-minded						
韩	Korea	韓		2593	39	Hán			1221	han2	South Korea/Korean/Japan-annexed Korea						
违	disobey	違		2594	39	Wéi			1184	wei2	to disobey/to violate/to separate/to go against						
纬	latitude	緯		2595	39	Wěi			2697	wei3	latitude						
奏	play an instrument	奏		2596	39	Zòu			1543	zou4	present a memorial						
凑	gather together	湊		2597	39	Còu			2193	cou4	assemble/put together/press near/come together						
秦	Qin	秦		2598	39	Qín			1394	qin2	(surname)/name of a dynasty						
蠢	foolish	蠢		2599	39	Chǔn			2195	chun3	blunt/stupid/to wiggle (of worms)/sluggish						
泽	swamp	澤		2600	39	Zé			951	ze2	beneficence/marsh						
译	translate	譯		2601	39	Yì			1198	yi4	to translate/to interpret						
择	select	擇		2602	39	Zé			961	ze2/zhai2	to select/to choose/to pick, pick over						
捧	carry in both hands	捧		2603	39	Pěng			2353	peng3	hold or offer with both hands						
砖	brick	磚		2604	39	Zhuān			2355	zhuan1	brick						
唾	saliva	唾		2605	39	Tuò			3040	tuo4	saliva/spit at						
今	Now		4	1246	40	jīn		0,065437401	336	jin1	today/modern/present/current/this/now						
含	Harbor		7	1247	40	hán	This person harbors resentment inside them.. and when the time is right (the clock points to the right hour) that resentment will burst out of their mouth in a tirade!	0,017962935	937	han2	to keep/to contain						
念	Miss		8	1248	40	niàn	With every second ticked off by the clock, I miss my girlfriend even more. My heart aches for her - I wish she was here right now!	0,044419233	477	nian4	read aloud, to read aloud						
东	East		5	1249	40	dōng	Drops of sweat pouring off the driver of a rickshaw (a kind of car) in the Far East.	0,106580733	194	dong1	east						
栋	Building		9	1250	40	dòng	Feng shui dictates that you should build buildings out of wood (that most natural of materials) and facing east - and if they fast east towards a tree, so much the better.	0,001462502	2710	dong4	roof beam						
冻	Freeze		7	1251	40	dòng	This rickshaw driver is waiting for his client to come out of a meeting, but it's freezing cold in Beijing at this time, and ice is beginning to form around his feet, sticking him in place!	0,003092442	2127	dong4	to freeze						
陈	Exhibit		8	1252	40	{chén,zhèn}	The museum is showing off the pinnacle of Eastern transportation development. Forget Hyandi and Toyota - the humble rickshaw is the most amazing invention that they are exhibiting!	0,040264797	525	chen2	arrange/exhibit/narrate/tell/old/stale/a surname/to state/to display/to explain/(surname)						
练	Practice		8	1253	40	liàn	You practice your Chinese in a forum thread with people from the East. The topic of the thread is rickshaw drivers, and why they don't make the seats out of silk.	0,016001218	1005	lian4	to practice/to train/to perfect (one's skill)/to drill						
拣	Opt for		8	1254	40	jiǎn	Walking home late at night in the rain, you opt for a rickshaw instead by sticking your fingers into the air to hail it as it drives by.	0,001023751	2965	jian3	choose/pick up						
西	West		6	1255	40	xī		0,125898678	167	xi1	west						
要	Want		9	1256	40	{yào,yāo,yǎo}	In the Old West, when someone wants a woman he just takes her then and there. How barbaric!	0,419118429	26	yao1/yao4	demand/ask/request/coerce, important/vital/to want/to be going to/must						
腰	Waist		13	1257	40	yāo	The waist is near the part of the body those scoundrels in the Old West really want to get at...	0,007669608	1458	yao1	waist						
票	Ticket		11	1258	40	{piào,piāo}	In the Old West, churchmen had to sell tickets to their altars in order to pay for upkeep. Alternatively, you need to buy a ticket at the altar of the cinema in order to see the Old West on the big screen.	0,018841469	910	piao4	bank note/ticket						
漂	Drift		14	1259	40	{piāo,piǎo,piào,biāo}	Your ticket to the hottest show in town is blown out of your hands by a suddent gust, and you have to watch helplessly as it drifts away along the river, leaving you ticketless.	0,006453613	1568	piao1/piao3/piao4	to float/to drift, to bleach, elegant/polished						
贾	Merchant		10	1260	40	{jiǎ,gǔ,jià}	If you are a savvy merchant in the Old West you stand to make a bunch of clams - particularly if you are in a gold-mining area...	0,003424735	2051	gu3/jia3	merchant/to buy, (surname)						
南	South		9	1261	40	{nán,nā}	Things are really going south today! Why didn't I wear my belt of good fortune??	0,071873443	307	nan2	south						
吟	recite	吟		2606	40	Yín			2015	yin2	moan/to hum						
贪	greedy	貪		2607	40	Tān			1874	tan1	greedy						
琴	stringed instrument	琴		2608	40	Qín			1701	qin2	(mus. instr.)						
炼	refine	煉		2609	40	Liàn			1763	lian4	refine/smelt, refine						
晒	bask	曬		2610	40	Shài			2630	shai4	to sun						
洒	spill	灑		2611	40	Sǎ			2283	sa3	spill/sprinkle						
栖	perch	棲		2612	40	Qī			2460	qi1/xi1	to roost/to inhabit/to stay/habitat, to roost/to inhabit/to stay/habitat						
栗	chestnut	栗		2613	40	Lì			2595	li4	afraid/trembling, (surname)/chestnut						
牺	sacrifice	犧		2614	40	Xī			1814	xi1	sacrifice						
潭	deep pool	潭		2615	40	Tán			2750	tan2	(surname)/deep						
覆	overturn	覆		2616	40	Fù			1823	fu4	to cover/to overflow/to reply to a letter/to overturn/to capsize						
飘	flutter	飄		2617	40	Piāo			1527	piao1	to float						
献	donate	獻		2618	40	Xiàn			1192	xian4	to offer						
门	Gate		3	1262	41	mén		0,109955856	185	men2	opening/door/gate/doorway/gateway/valve/switch/way to do something/knack/family/house/(religious) sect/school (of thought)/class/category/phylum or division (taxonomy)						
们	(plural)		5	1263	41	men		0,60456264	13	men	(plural marker for pronouns and a few animate nouns)						
闲	Leisure		7	1264	41	xián	Imagine the gates to the Garden of Eden - the ultimate land of leisure. You're not allowed in, but if you peek through you can see trees.	0,006881511	1529	xian2	to stay idle/to be unoccupied/not busy/leisure/enclosure						
问	Ask		6	1265	41	wèn	This gate has a huge mouth on it, with sharp teeth. Before you can pass through it, it will ask you a riddle - if you answer incorrectly, the mouth will gobble you up!	0,148956597	137	wen4	to ask						
间	Interval		7	1266	41	{jiān,jiàn}	Because the interval between suns is so large, the star-gates were created to help bridge them.	0,15101857	135	jian1/jian4	between/among/space/(measure word), interstice/separate						
简	Simple		13	1267	41	jiǎn	Stargate technology is so simple that you can build a stargate out of any materials - even out of bamboo, should the need arise	0,027017527	716	jian3	simple						
闻	Hear		9	1268	41	{wén,wèn}	Along with the gate's giant mouth that asks riddles before it will let you through, there is of course a giant set of ears ready to hear your answer.	0,021835722	825	wen2	(surname)/hear/sniff at						
非	Non-		8	1269	41	{fēi,fěi}	Bars of a jail-cell, for persons engaged in non-legal activities.	0,077473844	283	fei1	non-/not-/un-						
排	Row		11	1270	41	{pái,pǎi,bèi}	On death row, the fingers of condemned prisoners wave helplessly through the close-knit bars, pleading to be saved - a truly pitiful sight.	0,028907927	682	pai2/pai3	a platoon/line up, row of logs or boards						
罪	Guilt		13	1271	41	zuì	Guilty as charged, in the eye of the law. I'm sending you to a jail cell!	0,026907968	718	zui4	guilt/crime/fault/blame/sin						
靠	Lean on		15	1272	41	kào	"The cow with the huge mouth is secretely a resistance member: she leans of the door of your jail cell to break you free! ""Quickly, get away while you can!"" she declares."	0,022215559	808	kao4	depend upon/lean on/near/by/against/to support						
侯	Marquis		9	1273	41	{hóu,hòu}	Chuck Norris is made a marquis. However, to claim his title he has to deal with the deposed former incumbent: the Marquis de Sade! Chuck takes him out with a well-aimed dart to the head, securing himself the key to the city.	0,004953386	1756	hou2	marquis						
候	Wait		10	1274	41	hòu	"The Marquis de Sade is reduced to hobbling around on one injured leg after suffering a dart attack by Chuck Norris - he has to shout ""wait!"" out to those who walk faster than him as he shuffles to catch up using his walking stick."	0,064528376	341	hou4	wait						
决	Decide		6	1275	41	jué	"""You Decide"" - at least, since the last king had his head cut off by a guilllotine! Of course, given how effective democracy has been it would have been wise in restrospect to keep the head on ice to make decisions for us when the politicans are caught up in squabbling. Alternatively, this pictures someone who can't decide between two model of guillotine: extra tall or extra sharp? While he waits his feet are getting frozen to the ground in the cold air."	0,081630863	273	jue2	breach (a dyke)/to decide/to determine						
快	Fast		7	1276	41	kuài	The guillotine moves so fast and so silently that the state of mind of the person in the block hardly changes - they just notice themselves suddenly dropping forward fast into the basket!	0,060424068	366	kuai4	fast/quick/swift						
块	Lump		7	1277	41	kuài	Like it or lump it, said the French revolutionaries: we're going to guillotine the royals and return the soil to the control of the people, whether you like it or not	0,022984019	793	kuai1/kuai4	piece/chunk/lump/(measure word for chunks, lumps), yuan (unit of currency)/fast (of a watch)/swift/rapid/happy/joyful/soon/quick/(a measure word, for cloth, cake, soap)						
筷	Chopsticks		13	1278	41	kuài	Chopsticks (made of bamboo) are perfect for fast food!	0,000853729	3110	kuai4	chopstick						
阔	broad	闊		2619	41	Kuò			1675	kuo4	rich/wide/broad						
润	moisten	潤		2620	41	Rùn			1369	run4	smooth/moist						
阁	cabinet	閣		2621	41	Gé			1682	ge2	council-chamber/shelf						
搁	put aside	擱		2622	41	Gē			2380	ge1	to place						
闹	stir up trouble	鬧		2623	41	Nào			1336	nao4	make noise or disturbance						
阅	peruse	閱		2624	41	Yuè			1489	yue4	peruse/review/to read						
闷	stuffy	悶		2625	41	Mēn			1830	men1/men4	smother/stuffy, melancholy						
闭	close	閉		2626	41	Bì			1267	bi4	to close/stop up/shut/obstruct						
闪	flash	閃		2627	41	Shǎn			1113	shan3	flash/lightning						
阀	valve	閥		2628	41	Fá			2671	fa2	clique/valve						
闸	floodgate	閘		2629	41	Zhá			3280	zha2	gear/watergate						
阐	explicate	闡		2630	41	Chǎn			2197	chan3	to express/disclose/enlighten/open						
涧	ravine	澗		2631	41	jiàn			3828	jian4	mountain stream						
菲	humble	菲		2632	41	Fěi			1418	fei1	rich/luxurious/phenanthrene (chemical)/Philippines						
辈	lifetime	輩		2633	41	Bèi			1477	bei4	contemporaries/generation/lifetime						
悲	sad	悲		2634	41	Bēi			1166	bei1	sad/sadness/sorrow/grief						
徘	irresolute	徘		2635	41	Pái			3084	pai2	irresolute						
喉	gullet	喉		2636	41	Hóu			2096	hou2	throat/larynx						
猴	monkey	猴		2637	41	Hóu			2187	hou2	monkey						
干	Dry		3	1279	42	{gān,gàn,hán}	Clothesline	0,062305683	353	gan1/gan4	dry/to concern/shield, to work/to do/to manage, manage/stem						
岸	Shore		8	1280	42	àn	If it's a mountain, a cliff or completely dry then it can't be the shore. Alternatively, the shore is where the race ends. It's a race that starts from the top of a mountain, then the contestants jump from a cliff, and then they have to swim to get to the shore. Once they arrive they can put their clothes to dry on the clothesline and join the party on the shore!	0,01695417	971	an4	bank/shore/beach/coast						
旱	Drought		7	1281	42	hàn	This is drought weather: sun beating down above, the land is bone dry and all the crops are dying!	0,001879031	2523	han4	drought						
赶	Hurry		10	1282	42	{gǎn,qián}	Hurry up! A storm is coming in, so we won't stay dry for long if we just walk back!	0,018913819	908	gan3	to catch up/to overtake/to hurry/to rush/to drive away						
于	Yu		3	1283	42	{yú,xū}	Clothing conveyer at You Soil - Yu Clean dry cleaners	0,32584543	40	yu2	(surname), in/at/to/from/by/than/out of						
宇	Eaves		6	1284	42	yǔ	Rather than stay in the eaves of a church, these bats have made themselves a house by hanging upside down on the hooks of a clothing conveyor!	0,012346514	1156	yu3	room/universe						
余	Excess		7	1285	42	{yú,xú}	Excess weight! This clothing conveyer has a scale built into its hooks, but the scale is too small to register the weight of the umbrella you've hung on it, so the needle is spinning around and around. Is the umbrella full of rocks or something??	0,026149845	729	yu2	extra/surplus/remaining/after/I/me						
除	Eliminate		10	1286	42	{chú,zhù,shū}	You have to eliminate all excess weight by using a scale if you want to reach the pinnacle of Mount Everest - even if you are in the pinnacle of physical condition, you could be eliminated otherwise! Alternatively, your are eliminating your enemies by pushing them off an excessively tall pinnacle.	0,046134443	464	chu2	remove/do away with/wipe out/divide/except						
途	Route		11	1287	42	tú	This route has a weak bridge, so all trucks going down the road have to be checked on the scale before they can continue.	0,013687054	1085	tu2	way/route/road						
束	Bundle up		7	1288	42	shù	This big mouth is not content to wait for apricots to fall, so he has climbed up the tree and is bundling them up into his mouth, juice running down his chin!	0,01621155	998	shu4	bunch/(a measure word)/to bind/to control						
速	Quick		11	1289	42	sù	Jack be nimble, Jack be quick, Jack jump over the bundle in the middle of the road.	0,033639612	617	su4	fast/rapid/quick						
辣	Spicy Hot		14	1290	42	là	A bundle of Mama Capsicum's Spicy Hot chilli peppers. Smell the pain!	0,002131222	2420	la4	hot (spicy)/pungent						
整	Entire		15	1291	42	zhěng	This entirely corrupt taskmaster gives away the entire correct answers to the exam in a surreptitious bundle to the student	0,052148788	416	zheng3	exactly/in good order/whole/complete/entire/in order/orderly						
重	Heavy		9	1292	42	{zhòng,chóng,tóng}	An extraordinarily heavy computer, that weighed more than a thousand times what a computer does nowadays (as well as being a thousand times as slow...)	0,146169058	140	chong2/zhong4	to double/to repeat/repetition/iteration/again/a layer, heavy/serious						
懂	Understand		16	1293	42	dǒng	I'll never understand women's state of mind! If I manage to upset her then I'll have to buy her flowers and a heavy box of chocolates, or I might heavily regret my lack of action later on...	0,010912952	1211	dong3	to understand/to know						
肝	liver	肝		2638	42	Gān			1760	gan1	liver						
刊	publication	刊		2639	42	Kān			1241	kan1	to print/publish						
奸	adultery	姦		2640	42	Jiān			1992	jian1	traitor, adultery						
汗	sweat	汗		2641	42	Hàn			1490	han4	perspiration/sweat						
杆	shaft	桿		2642	42	Gǎn			2011	gan1/gan3	pole, measure for guns, stick/pole						
轩	veranda	軒		2643	42	Xuān			2389	xuan1	covered carriage/pavilion						
罕	rarely	罕		2644	42	Hǎn			2221	han3	rare						
竿	pole	竿		2645	42	Gān			2934	gan1	pole						
悍	bold	悍		2646	42	Hàn			3073	han4	violent						
吁	plead	籲		2647	42	Yù			2138	xu1/yu4	sh/hush, implore						
涂	smear	塗		2648	42	Tú			1735	tu2	to smear/daub, (surname)/to smear/daub/to apply (paint)/to spread						
叙	recount	敘		2649	42	Xù			1607	xu4	narrate/abbreviation for Syria						
徐	slowly	徐		2650	42	Xú			1313	xu2	slow/gentle/Xu (a surname)						
斜	slanting	斜		2651	42	Xié			1786	xie2	slanting						
喇	flared horn	喇		2652	42	Lǎ			2677	la1/la3	(onomat.), (phonetic)						
嗽	hack	嗽		2653	42	Sòu			2815	sou4	cough						
赖	rely on	賴		2654	42	Lài			1365	lai4	disclaim/rely/to blame						
懒	lazy	懶		2655	42	Lǎn			2230	lan3	lazy						
嫩	tender	嫩		2656	42	Nèn			2500	nen4	tender/soft						
董	director	董		2657	42	Dǒng			1629	dong3	(surname)/supervise/to direct/director						
病	Illness		10	1294	43	bìng	The caveman with a hangover got even more ill after flying third class, cooped up with like cattle	0,051002559	427	bing4	ailment/sickness/illness/disease/fall ill/sick/defect						
痛	Ache		12	1295	43	tòng	The caveman with a hangover tries to cure his headache by getting the tribal shaman to drill through his skull (letting the demons out) and then filling the hole with sealing wax	0,026076461	730	tong4	ache/pain/sorrow						
疯	Insane		9	1296	43	fēng	The caveman with the hangover has been driven insane by its constant pounding, and started to believe that he is the wind - he now runs around outside his cave, whistling like the wind the whole time and blowing onto passers-by	0,006599863	1549	feng1	insane/mad/wild						
区	Region		4	1297	43	{qū,ōu}	All the regions of China are required to send boxes and boxes full of wheat sheaves to the central administration as tribute	0,085153271	265	ou1/qu1	Ou (surname), area/region/district/small/distinguish						
枢	Hub		8	1298	43	shū	The commercial hub of London is the region around the oak tree where the London Stock Exchange was founded	0,001637692	2616	shu1	hinge/pivot						
欧	Europe		8	1299	43	{ōu,ǒu}	Europe is the most boring region of the world - even its own citizens have trouble not yawning all day	0,021965435	823	ou1	Europe						
医	Physician		7	1300	43	{yì,yī}	This doctor prefers to use darts instead of syringes for injections. Here, he pulls out his box of sterile darts - the child on the examination table squirms, and the doctor begins to aim the dart at him, sighting up the shot	0,043730358	482	yi1	medical/medicine/doctor/to cure/to treat						
仰	Look up to		6	1301	43	{yǎng,yàng,áng}	The one set of people that Chuck Norris truly looks up to is the stamp collectors. What other set of people are so dedicated and law-abiding?	0,00875434	1368	yang3	look up						
迎	Greet		8	1302	43	{yíng,yìng}	"The stamp collectors are waiting to greet the mailman as he arrives on their road: ""got any interesting ones for me, Joe""?"	0,014071026	1069	ying2	to welcome						
登	Ascend		12	1303	43	{dēng,dé}	When an American Indian warrior dies, his body is placed on a table inside a teepee, and a ritualistic ceremony is held to encourage his spirit to ascend to that big buffalo hunting ground in the sky.	0,022060007	817	deng1	scale/climb/ascend/mount/go up/register/note/to publish/to issue/to record						
发	Send out		5	1304	43	{fā,fà,fǎ,bō}	Your perky chihuahua friend being sent out to courier the morning paper to your bed. The first stroke can either be the wagging tail of the dog or the paper carried in its mouth.	0,296068271	47	fa1/fa4	to send out/to show (one's feeling)/to issue/to develop, hair						
废	Discard		8	1305	43	fèi	When people wanted to discard the One Ring, they sent Frodo as a courier through the caves of Moria and Mordor to do the job	0,008658218	1376	fei4	abolish/crippled						
疗	cure	療		2658	43	Liáo			949	liao2	to treat/to cure						
痰	phlegm	痰		2659	43	Tán			3044	tan2	phlegm/spittle						
症	disease	症		2660	43	Zhèng			1258	zheng1/zheng4	obstruction of bowels, disease/illness						
疼	hurt	疼		2661	43	Téng			1710	teng2	(it) hurts/love fondly/ache/pain/sore						
痒	itch	癢		2662	43	Yǎng			2646	yang3	to itch/to tickle						
瘫	paralysis	癱		2663	43	Tān			2823	tan1	paralyzed						
疫	epidemic	疫		2664	43	Yì			1791	yi4	epidemic/plague						
癌	cancer	癌		2665	43	Ái			1799	ai2/yan2	cancer, cancer (old pronuniation)/carcinoma						
疲	fatigued	疲		2666	43	Pí			1778	pi2	weary						
痴	idiotic	痴		2667	43	Chī			2225	chi1	imbecile/sentimental/stupid/foolish/silly, imbecile/sentimental						
瘤	tumor	瘤		2668	43	Liú			2141	liu2	tumor						
疮	sore	瘡		2669	43	Chuāng			3093	chuang1	sore/skin ulcer						
疾	rapid	疾		2670	43	Jí			1273	ji2	sickness/disease/hate/envy						
瘾	addiction	癮		2671	43	Yǐn			3258	yin3	addiction/craving						
痕	trace	痕		2672	43	Hén			1938	hen2	scar/traces						
汇	converge	匯		2673	43	Huì			1187	hui4	remit/to converge (of rivers)/to exchange, class/collection						
框	rectangular frame	框		2674	43	Kuàng			2144	kuang4	frame/door frame						
筐	rectangular basket	筐		2675	43	Kuāng			3419	kuang1	basket						
砸	smash	砸		2676	43	Zá			2456	za2	smash/smashed						
匠	artisan	匠		2677	43	Jiàng			2110	jiang4	craftsman						
匪	bandit	匪		2678	43	Fěi			2201	fei3	bandit						
匿	keep out of sight	匿		2679	43	Nì			2804	ni4	to hide						
兜	pocket	兜		2680	43	Dōu			2512	dou1	pocket						
巨	gigantic	巨		2681	43	Jù			913	ju4	very large/huge/tremendous/gigantic						
柜	cupboard	櫃		2682	43	Guì			1994	gui4/ju3	cupboard/cabinet/wardrobe, Salix multinervis						
渠	canal	渠		2683	43	Qú			2315	qu2	big/stream or canal/drain/ditch						
拒	refuse	拒		2684	43	Jù			1331	ju4	to resist/to repel/to refuse						
矩	square	矩		2685	43	Jǔ			2160	ju3	carpenter's square/rule						
距	distance	距		2686	43	Jù			1202	ju4	at a distance of/distance/to be apart						
殴	hit	毆		2687	43	Ōu			3354	ou1	brawl						
呕	vomit	嘔		2688	43	Ǒu			2855	ou3	vomit						
躯	human body	軀		2689	43	Qū			2310	qu1	human body						
昂	hold one's head high	昂		2690	43	Áng			1952	ang2	high/raise (head), high/soaring/raise/lift/expensive/to raise one's head						
抑	curb	抑		2691	43	Yì			1748	yi4	to restrain/to restrict/to keep down/or						
葵	large-flowered plants	葵		2692	43	Kuí			3580	kui2	sunflower						
瞪	glare	瞪		2693	43	Dèng			2049	deng4	stare at						
凳	bench	凳		2694	43	Dèng			2680	deng4	bench/stool						
澄	transparent	澄		2695	43	Chéng			2756	cheng2/deng4	clear and still water, clear/limpid/clarify/purify/(a surname), settle (liquid)						
僚	coworker	僚		2696	43	Liáo			2234	liao2	bureaucrat						
